Year,Geo Level,State,State ANSI,County,County ANSI,Commodity,Data Item,Domain,Domain Category,Value
2017,COUNTY,OREGON,41,LAKE,37,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"5,208,704"
2017,COUNTY,OREGON,41,MALHEUR,45,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"6,328,090"
2017,COUNTY,OREGON,41,WHEELER,69,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"1,098,254"
2017,COUNTY,OREGON,41,COOS,11,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"1,021,457"
2017,COUNTY,OREGON,41,CURRY,15,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"1,042,184"
2017,COUNTY,OREGON,41,DOUGLAS,19,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"3,222,822"
2017,COUNTY,OREGON,41,JACKSON,29,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"1,781,260"
2017,COUNTY,OREGON,41,JOSEPHINE,33,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"1,048,737"
2017,COUNTY,VIRGINIA,51,ALBEMARLE,3,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"467,656"
2017,COUNTY,VIRGINIA,51,AMELIA,7,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"227,372"
2017,COUNTY,VIRGINIA,51,AMHERST,9,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"303,336"
2017,COUNTY,VIRGINIA,51,APPOMATTOX,11,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"213,900"
2017,COUNTY,VIRGINIA,51,BEDFORD,19,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"486,453"
2017,COUNTY,VIRGINIA,51,BUCKINGHAM,29,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"370,958"
2017,COUNTY,VIRGINIA,51,CAMPBELL,31,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"353,381"
2017,COUNTY,VIRGINIA,51,CAROLINE,33,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"337,663"
2017,COUNTY,VIRGINIA,51,CHESTERFIELD,41,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"275,781"
2017,COUNTY,VIRGINIA,51,CUMBERLAND,49,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"190,397"
2017,COUNTY,VIRGINIA,51,FLUVANNA,65,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"183,755"
2017,COUNTY,VIRGINIA,51,GOOCHLAND,75,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"179,604"
2017,COUNTY,VIRGINIA,51,GREENE,79,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"99,779"
2017,COUNTY,VIRGINIA,51,HANOVER,85,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"299,450"
2017,COUNTY,VIRGINIA,51,HENRICO,87,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"187,887"
2017,COUNTY,VIRGINIA,51,LOUISA,109,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"317,524"
2017,COUNTY,VIRGINIA,51,NELSON,125,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"301,281"
2017,COUNTY,VIRGINIA,51,ORANGE,137,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"218,313"
2017,COUNTY,VIRGINIA,51,POWHATAN,145,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"166,528"
2017,COUNTY,VIRGINIA,51,PRINCE EDWARD,147,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"223,975"
2017,COUNTY,VIRGINIA,51,SPOTSYLVANIA,177,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"263,622"
2017,COUNTY,VIRGINIA,51,ACCOMACK,1,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"287,567"
2017,COUNTY,VIRGINIA,51,CHARLES CITY,36,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"117,003"
2017,COUNTY,VIRGINIA,51,ESSEX,57,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"164,550"
2017,COUNTY,VIRGINIA,51,GLOUCESTER,73,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"139,396"
2017,COUNTY,VIRGINIA,51,JAMES CITY,95,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"96,874"
2017,COUNTY,VIRGINIA,51,KING AND QUEEN,97,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"201,699"
2017,COUNTY,VIRGINIA,51,KING GEORGE,99,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"114,924"
2017,COUNTY,VIRGINIA,51,KING WILLIAM,101,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"175,316"
2017,COUNTY,VIRGINIA,51,LANCASTER,103,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"85,311"
2017,COUNTY,VIRGINIA,51,MATHEWS,115,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"54,995"
2017,COUNTY,VIRGINIA,51,MIDDLESEX,119,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"83,400"
2017,COUNTY,VIRGINIA,51,NEW KENT,127,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"134,423"
2017,COUNTY,VIRGINIA,51,NORTHAMPTON,131,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"135,484"
2017,COUNTY,VIRGINIA,51,NORTHUMBERLAND,133,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"122,497"
2017,COUNTY,VIRGINIA,51,RICHMOND,159,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"122,562"
2017,COUNTY,VIRGINIA,51,WESTMORELAND,193,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"146,794"
2017,COUNTY,VIRGINIA,51,YORK,199,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"153,979"
2017,COUNTY,VIRGINIA,51,ARLINGTON,13,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"16,646"
2017,COUNTY,VIRGINIA,51,CLARKE,43,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"112,596"
2017,COUNTY,VIRGINIA,51,CULPEPER,47,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"242,677"
2017,COUNTY,VIRGINIA,51,FAIRFAX,59,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"265,075"
2017,COUNTY,VIRGINIA,51,FAUQUIER,61,LAND AREA,"LAND AREA, INCL NON-AG - ACRES",TOTAL,NOT SPECIFIED,"414,710"
